Serial No,Name,Description,Stars,Forks,Last Commit,Repository URL
177,SSTVOS,"Training code for ""SSTVOS: Sparse Spatiotemporal Transformers for Video Object Segmentation""",85,2,2021-11-21T23:52:02Z,https://github.com/dukebw/SSTVOS
178,ge-spmm,,85,12,2021-07-03T07:29:03Z,https://github.com/hgyhungry/ge-spmm
179,deepfashion2-kps-agg-finetune,1st place solution (Team StylingAI Inc. & PKU AIIC) for CVPR 2020 DeepFashion2 Clothes Landmark Detection Track. Aggregation and Finetuning for Clothes Landmark Detection,84,12,2020-05-06T16:11:38Z,https://github.com/lzhbrian/deepfashion2-kps-agg-finetune
180,openmlsys-cuda,Tutorials for writing high-performance GPU operators in AI frameworks.,84,8,2023-08-12T14:47:36Z,https://github.com/openmlsys/openmlsys-cuda
181,merge-spmv,,82,28,2017-02-10T19:38:26Z,https://github.com/dumerrill/merge-spmv
182,permutohedral_encoding,Blazingly fast encoding for neural networks based on permutohedral lattices,82,9,2023-05-10T11:00:01Z,https://github.com/RaduAlexandru/permutohedral_encoding
183,cuIBM,cuIBM: a GPU-based immersed boundary method code.,82,48,2023-03-26T04:54:43Z,https://github.com/barbagroup/cuIBM
184,gpufs,GPUfs - File system support for NVIDIA GPUs,82,36,2018-11-26T10:38:18Z,https://github.com/gpufs/gpufs
185,raytracing,"A CUDA Mesh RayTracer with BVH acceleration, with python bindings and a GUI.",81,10,2022-08-12T14:38:51Z,https://github.com/ashawkey/raytracing
186,pytorch_nms,CUDA implementation of NMS for PyTorch,81,16,2020-01-20T18:10:26Z,https://github.com/gdlg/pytorch_nms
187,sgbm_cuda,Implement opencv sgbm algorithm based on cuda，sgbm is based on sgm,81,21,2020-09-24T02:52:42Z,https://github.com/jasonlinuxzhang/sgbm_cuda
188,DeepJointFilter,The source code of ECCV16 'Deep Joint Image Filtering'.,80,28,2018-12-16T07:26:07Z,https://github.com/Yijunmaverick/DeepJointFilter
189,cudadtw,GPU-Suite,80,13,2016-08-25T12:34:42Z,https://github.com/gravitino/cudadtw
190,dgSPARSE-Lib,PyTorch-Based Fast and Efficient Processing for Various Machine Learning Applications with Diverse Sparsity,80,22,2023-11-06T18:06:04Z,https://github.com/dgSPARSE/dgSPARSE-Lib
191,HierarchicalKV,HierarchicalKV is a part of NVIDIA Merlin and provides hierarchical key-value storage to meet RecSys requirements.  The key capability of Merlin-KV is to store key-value feature-embeddings on high-bandwidth memory (HBM) of GPUs and in host memory.  It also can be used as a generic key-value storage.,80,17,2023-11-05T01:04:54Z,https://github.com/NVIDIA-Merlin/HierarchicalKV
192,cuRE,,79,16,2018-10-04T21:56:14Z,https://github.com/GPUPeople/cuRE
193,RTOW-OptiX,"OptiX version of Pete Shirley's ""Ray Tracing in One Weekend"" (Final Chapter example only)",79,3,2021-09-20T16:16:06Z,https://github.com/ingowald/RTOW-OptiX
194,SCI-Solver_FEM,SCI-Solver_FEM is a C++/CUDA library written to solve an FEM linear system. It is designed to solve the FEM system quickly by using GPU hardware.,78,27,2019-02-22T18:33:47Z,https://github.com/SCIInstitute/SCI-Solver_FEM
195,SE-SSD-AI-TRT,"SE-SSD ALL IN TensorRT,NMS not implemented in TensorRT,implemented in c++",77,9,2022-09-12T14:31:57Z,https://github.com/jingyue202205/SE-SSD-AI-TRT
196,FLAMEGPU2,FLAME GPU 2 is a GPU accelerated agent based modelling framework for CUDA C++ and Python,77,14,2023-11-09T09:40:27Z,https://github.com/FLAMEGPU/FLAMEGPU2
197,project-CURRENNT-public,CURRENNNT codes and scripts,76,11,2020-08-31T01:29:32Z,https://github.com/nii-yamagishilab/project-CURRENNT-public
198,cufinufft,"Nonuniform fast Fourier transforms of types 1 and 2, in 1D, 2D, and 3D, on the GPU",76,16,2023-10-31T18:56:50Z,https://github.com/flatironinstitute/cufinufft
199,KdTreeGPU,A gpu based implementation of a K-D Tree Builder,76,19,2019-10-04T18:07:41Z,https://github.com/johnarobinson77/KdTreeGPU
200,GPULightmass,Luoshuang's GPULightmass for UE4,76,20,2019-05-05T00:14:09Z,https://github.com/AlanIWBFT/GPULightmass
201,stixels,GPU-accelerated real-time stixel computation,75,38,2021-07-10T15:21:35Z,https://github.com/dhernandez0/stixels
202,hornet,Hornet data structure for sparse dynamic graphs and matrices,74,29,2019-11-14T17:52:58Z,https://github.com/hornet-gt/hornet
203,lpn-pytorch,,74,20,2023-01-13T14:48:35Z,https://github.com/zhang943/lpn-pytorch
204,MPN-COV,"@ICCV2017: For exploiting second-order statistics, we propose Matrix Power Normalized Covariance pooling (MPN-COV) ConvNets, different from and outperforming those using global average pooling.",73,27,2019-01-18T07:52:57Z,https://github.com/jiangtaoxie/MPN-COV
205,cuNSearch,A C++/CUDA library to efficiently compute neighborhood information on the GPU for 3D point clouds within a fixed radius.,73,22,2022-11-30T07:39:31Z,https://github.com/InteractiveComputerGraphics/cuNSearch
206,cuda_sgemm,,71,24,2022-02-16T08:51:26Z,https://github.com/njuhope/cuda_sgemm
207,Parallel_NMS,Parallel CUDA implementation of NON maximum Suppression,71,17,2020-09-19T22:16:41Z,https://github.com/jeetkanjani7/Parallel_NMS
208,reef,REEF is a GPU-accelerated DNN inference serving system that enables instant kernel preemption and biased concurrent execution in GPU scheduling. ,71,4,2022-12-24T14:49:00Z,https://github.com/SJTU-IPADS/reef
209,PAMTRI,PAMTRI: Pose-Aware Multi-Task Learning for Vehicle Re-Identification (ICCV 2019) - Official PyTorch Implementation,70,16,2022-11-22T02:42:43Z,https://github.com/NVlabs/PAMTRI
210,RAMA,,70,12,2023-02-23T16:06:10Z,https://github.com/pawelswoboda/RAMA
211,diff-gaussian-rasterization,,69,4,2023-10-29T06:51:55Z,https://github.com/ashawkey/diff-gaussian-rasterization
212,wmma_tensorcore_sample,Matrix Multiply-Accumulate with CUDA and WMMA( Tensor Core),69,14,2020-08-18T14:44:24Z,https://github.com/wzsh/wmma_tensorcore_sample
213,bam,,68,17,2023-11-07T20:34:07Z,https://github.com/ZaidQureshi/bam
214,cuda_learning,Learning cuda codes,68,20,2021-03-23T09:58:07Z,https://github.com/keefeWu/cuda_learning
215,instant-DexNerf,Instant NeRF for depth/3d shape estimation of transparent objects,68,4,2023-02-03T13:33:19Z,https://github.com/salykovaa/instant-DexNerf
216,adaPool,[T-IP 2023] Code for exponential adaptive pooling for PyTorch,66,8,2023-03-27T14:17:42Z,https://github.com/alexandrosstergiou/adaPool
217,pytorch_knn_cuda,K-Nearest Neighbor in Pytorch,66,19,2019-11-02T09:11:09Z,https://github.com/chrischoy/pytorch_knn_cuda
218,rnnt_decoder_cuda,An efficient implementation of RNN-T Prefix Beam Search in C++/CUDA.,66,9,2020-12-08T14:43:26Z,https://github.com/iamjanvijay/rnnt_decoder_cuda
219,ADMM-CSNet,Matlab code for ADMM-CSNet,65,31,2019-04-10T16:42:56Z,https://github.com/yangyan92/ADMM-CSNet
220,arboretum,Gradient Boosting powered by GPU(NVIDIA CUDA),65,15,2020-04-07T09:50:42Z,https://github.com/sh1ng/arboretum
221,int_fastdiv,Fast integer division with divisor not known at compile time. To be used primarily in CUDA kernels.,64,9,2015-11-04T11:53:56Z,https://github.com/milakov/int_fastdiv
222,SLIC_CUDA,Superpixel SLIC for GPU (CUDA),63,19,2019-12-11T01:25:20Z,https://github.com/fderue/SLIC_CUDA
223,cuSTARFM,cuSTARFM is a GPU-enabled Spatial and Temporal Adaptive Reflectance Fusion Model (STARFM),63,34,2021-06-01T03:43:16Z,https://github.com/HPSCIL/cuSTARFM
224,flashinfer,FlashInfer: Kernel Library for LLM Serving,63,2,2023-11-08T19:01:57Z,https://github.com/flashinfer-ai/flashinfer
225,deformable_conv2d_pytorch,deformable_conv2d layer implemented in pytorch,62,10,2019-03-04T06:52:38Z,https://github.com/BIGKnight/deformable_conv2d_pytorch
226,torchscript-to-tvm,,62,16,2023-03-04T21:38:53Z,https://github.com/masahi/torchscript-to-tvm
227,ALIGNet,code to train a neural network to align pairs of shapes without needing ground truth warps for supervision,62,16,2019-07-21T18:28:30Z,https://github.com/ranahanocka/ALIGNet
228,An_Introduction_to_GPU_Programming,"This is the code for ""An introduction to GPU Programming with CUDA"" by Siraj Raval on Youtube",62,21,2017-09-15T16:28:10Z,https://github.com/llSourcell/An_Introduction_to_GPU_Programming
229,flattened-cnn,Flattened convolutional neural networks (1D convolution modules for Torch nn),61,19,2015-09-17T17:08:01Z,https://github.com/jhjin/flattened-cnn
230,RealTimeSpecularHighlightRemoval,Real-Time Specular Highlight Removal with OpenCV and CUDA,61,19,2019-08-05T20:57:45Z,https://github.com/MarcioCerqueira/RealTimeSpecularHighlightRemoval
231,Lux,A Distributed Multi-GPU System for Fast Graph Processing,60,8,2018-10-25T20:16:07Z,https://github.com/LuxGraph/Lux
232,ctc,Numpy and Theano bindings for Baidu's warp-ctc,60,22,2017-06-18T22:42:22Z,https://github.com/sherjilozair/ctc
233,SlabHash,A warp-oriented dynamic hash table for GPUs,60,15,2023-06-09T03:57:40Z,https://github.com/owensgroup/SlabHash
234,tvm_gpu_gemm,play gemm with tvm,59,7,2023-07-22T07:01:02Z,https://github.com/LeiWang1999/tvm_gpu_gemm
235,Medusa,Medusa: Building GPU-based Parallel Sparse Graph Applications with Sequential C/C++ Code,59,19,2020-10-17T22:53:12Z,https://github.com/Xtra-Computing/Medusa
236,ACMH,"A simple yet effective PatchMatch MVS method, which is the base model of ACMM and ACMP.",59,15,2022-11-13T03:51:58Z,https://github.com/GhiXu/ACMH
237,BVH-based-Collision-Detection-Scheme,General broad-phase collision detection framework using BVH and BVTT front tracking.,58,14,2023-07-31T10:18:35Z,https://github.com/littlemine/BVH-based-Collision-Detection-Scheme
238,nvbio-gpl,NVBIO is a library of reusable components designed to accelerate bioinformatics applications using CUDA.,58,11,2014-08-21T16:09:18Z,https://github.com/NVlabs/nvbio-gpl
239,CodeSamples,"Code samples for the CUDA tutorial ""CUDA and Applications to Task-based Programming""",58,17,2023-08-14T03:32:59Z,https://github.com/CUDA-Tutorial/CodeSamples
240,k-means,"Code accompanying my blog post on k-means in Python, C++ and CUDA",58,20,2017-09-19T22:10:22Z,https://github.com/goldsborough/k-means
241,CudaSHA256,Simple tool to calculate sha256 on GPU using Cuda,58,19,2017-11-05T19:03:06Z,https://github.com/Horkyze/CudaSHA256
242,cuda-tensorcore-hgemm,,57,17,2022-08-25T13:37:04Z,https://github.com/nicolaswilde/cuda-tensorcore-hgemm
243,kblas-gpu,Subset of BLAS routines optimized for NVIDIA GPUs,57,10,2023-03-27T13:20:24Z,https://github.com/ecrc/kblas-gpu
244,INS-Conv,INS-Conv: Incremental Sparse Convolution for Online 3D Segmentation (CVPR 2022),56,8,2022-10-06T05:50:02Z,https://github.com/THU-luvision/INS-Conv
245,Hands-on-GEMM,,56,7,2022-11-29T06:17:08Z,https://github.com/AyakaGEMM/Hands-on-GEMM
246,Octree-SLAM,Large octree map construction and rendering with CUDA and OpenGL,55,18,2015-06-13T16:59:27Z,https://github.com/dkotfis/Octree-SLAM
247,CUDA_with_PyTorch,这个项目介绍了简单的CUDA入门，涉及到CUDA执行模型、线程层次、CUDA内存模型、核函数的编写方式以及PyTorch使用CUDA扩展的两种方式。通过该项目可以基本入门基于PyTorch的CUDA扩展的开发方式。,55,6,2021-11-12T14:33:18Z,https://github.com/ChambinLee/CUDA_with_PyTorch
248,algorithms-cuda,parallel algorithm based on cuda,55,41,2017-11-27T03:42:54Z,https://github.com/chaolongzhang/algorithms-cuda
249,DOCS-pytorch,Deep Object Co-Segmentation,54,13,2020-08-13T23:27:06Z,https://github.com/ohosseini/DOCS-pytorch
250,DeltaCNN,DeltaCNN End-to-End CNN Inference of Sparse Frame Differences in Videos,54,4,2023-03-06T16:35:09Z,https://github.com/facebookresearch/DeltaCNN
251,BasicCUDA,,54,12,2023-11-01T08:53:16Z,https://github.com/CalvinXKY/BasicCUDA
252,AtSNE,Anchor-t-SNE for large-scale and high-dimension vector visualization,54,10,2019-09-08T19:22:24Z,https://github.com/ZJULearning/AtSNE
253,variational-depth-from-focus,"Implementation of ""Variational Depth from Focus Reconstruction"" [Moeller 2015]",54,22,2020-02-02T19:11:47Z,https://github.com/adrelino/variational-depth-from-focus
254,tSparse,A GPU algorithm for sparse matrix-matrix multiplication,54,14,2020-10-01T14:46:02Z,https://github.com/oresths/tSparse
255,GNNAdvisor_OSDI21,Artifact for OSDI'21 GNNAdvisor: An Adaptive and Efficient Runtime System for GNN Acceleration on GPUs.,54,18,2023-03-02T06:59:05Z,https://github.com/YukeWang96/GNNAdvisor_OSDI21
256,dcnv2_trt,TensorRT plugin forDCNv2 layer in ONNX model,53,14,2020-09-28T17:38:27Z,https://github.com/eweill-nv/dcnv2_trt
257,cuda_scheduling_examiner_mirror,A tool for examining GPU scheduling behavior.,53,17,2023-10-24T17:00:14Z,https://github.com/yalue/cuda_scheduling_examiner_mirror
258,CUDA-Programs,Examples from Programming in Parallel with CUDA,53,24,2023-03-17T10:36:41Z,https://github.com/RichardAns/CUDA-Programs
259,supersurfel_fusion,"Dense RGB-D SLAM system RGB-D SLAM articulated around a supersurfel-based 3D representation for fast, lightweight and compact mapping in indoor environment.",53,12,2021-04-29T11:17:12Z,https://github.com/BruceCanovas/supersurfel_fusion
260,CUDA-CNN,Implementation of a simple CNN using CUDA,52,18,2017-05-02T04:38:39Z,https://github.com/paramhanji/CUDA-CNN
261,CARAFE,This Repo is the official CUDA implementation of ICCV 2019 Oral paper for CARAFE: Content-Aware ReAssembly of FEatures,52,7,2023-03-29T13:15:55Z,https://github.com/myownskyW7/CARAFE
262,APD-MVS,APD-MVS is a MVS method which adopts adaptive patch deformation and an NCC-based matching metric. ,51,3,2023-10-09T13:17:35Z,https://github.com/whoiszzj/APD-MVS
263,ParticleNeRF,A particle-based encoding for Neural Radiance Fields,51,4,2023-03-31T04:20:29Z,https://github.com/jc211/ParticleNeRF
264,CUDASieve,A GPU accelerated implementation of the sieve of Eratosthenes,51,12,2022-12-18T17:56:10Z,https://github.com/curtisseizert/CUDASieve
265,blender-ngp,NVIDIA's Instant-NeRF for Blender!,50,2,2022-12-04T20:57:36Z,https://github.com/JamesPerlman/blender-ngp
266,CUDA_DigitallyReconstructedRadiographs,GPU accelerated python library for generation of Digitally Reconstructed Radiographs (March 2018),50,15,2019-05-01T23:26:17Z,https://github.com/fabio86d/CUDA_DigitallyReconstructedRadiographs
267,cuNVSM,Neural Vector Space Models,50,8,2018-10-30T21:16:31Z,https://github.com/cvangysel/cuNVSM
268,CenterNet-MobileNetV3,CenterNet with MobileNetV3 backboned helmet detection based on PyTorch with inference code only.,50,18,2021-07-13T05:42:59Z,https://github.com/YaphetS-X/CenterNet-MobileNetV3
269,depthwise-conv-pytorch,Faster depthwise convolutions for PyTorch,50,1,2020-02-20T23:49:40Z,https://github.com/rosinality/depthwise-conv-pytorch
270,Tartan,Tartan: Evaluating Modern GPU Interconnect via a Multi-GPU Benchmark Suite,50,10,2018-09-12T16:07:28Z,https://github.com/uuudown/Tartan
271,DietCode,DietCode Code Release,50,10,2022-07-21T18:51:23Z,https://github.com/UofT-EcoSystem/DietCode
272,graphiler,Graphiler is a compiler stack built on top of DGL and TorchScript which compiles GNNs defined using user-defined functions (UDFs) into efficient execution plans.,50,5,2022-10-03T04:38:40Z,https://github.com/xiezhq-hermann/graphiler
273,crfrnn_layer,A Lasagne layer (and supporting Theano Ops) for the CRF-as-RNN layer.,49,13,2020-11-18T04:16:16Z,https://github.com/HapeMask/crfrnn_layer
274,rational_activations,Rational Activation Functions - Replacing Padé Activation Units,49,11,2023-02-02T09:34:42Z,https://github.com/ml-research/rational_activations
275,espresso,Efficient forward propagation for BCNNs,49,15,2017-06-12T20:10:41Z,https://github.com/fpeder/espresso
276,CuSha,CuSha is a CUDA-based vertex-centric graph processing framework that uses G-Shards and CW representations. ,49,19,2015-11-17T23:27:43Z,https://github.com/farkhor/CuSha
277,vfs,Variational Fisheye Stereo,49,18,2023-06-27T15:21:40Z,https://github.com/menandro/vfs
278,nsparse,Sparse matrix computation library for GPU,49,11,2020-07-12T00:39:00Z,https://github.com/EBD-CREST/nsparse
279,wmma_extension,An extension library of WMMA API (Tensor Core API),49,8,2023-08-27T03:32:45Z,https://github.com/wmmae/wmma_extension
280,CUDA-Connected-Component-Labelling,Parallel GPU Implementation of Connected Component Labelling (CCL). Connected-component labeling is used in computer vision to detect connected regions in binary digital images,48,16,2018-02-11T06:41:48Z,https://github.com/ironhide23586/CUDA-Connected-Component-Labelling
281,wholegraph,,48,19,2023-11-03T15:18:44Z,https://github.com/rapidsai/wholegraph
282,gpu4pyscf,A plugin to use Nvidia GPU in PySCF package,48,11,2023-11-09T02:20:11Z,https://github.com/pyscf/gpu4pyscf
283,cgls_cuda,Conjugate Gradient for Least Squares in CUDA,48,14,2015-08-31T09:14:52Z,https://github.com/foges/cgls_cuda
284,YOLOv8_Tensorrt,A simple implementation of Tensorrt YOLOv8,48,12,2023-04-24T05:46:31Z,https://github.com/Monday-Leo/YOLOv8_Tensorrt
285,NextDoor,Graph Sampling using GPU,47,7,2022-03-17T01:50:18Z,https://github.com/plasma-umass/NextDoor
286,TextUnderstandingTsetlinMachine,Using the Tsetlin Machine to learn human-interpretable rules for high-accuracy text categorization with medical applications,47,10,2019-09-09T13:28:48Z,https://github.com/cair/TextUnderstandingTsetlinMachine
287,Lyra,,46,18,2017-08-20T13:59:51Z,https://github.com/leocalm/Lyra
